id_transacao,id_conta,data_e_hora,tipo_transacao,valor,canal,descricao
TRX001358,CT-00621,2025-08-13 00:00:00,pix,137.97,aplicativo,AMAZON MKTPLACE
TRX000986,CT-00551,2026-01-20 07:38:00,ted,988.06,app,NETFLIX.COM
TRX000545,CT-00628,2025-10-09 00:00:00,boleto,171.29,agência,AMAZON MKTPLACE
TRX000043,CT-00967,2025-08-17 00:00:00,boleto,249.45,app,RENDIMENTO POUPANCA
TRX001596,CT-00223,2026-01-04 00:00:00,ted,188.66,atm,TRANSF ENTRE CONTAS
TRX000441,CT-00545,2026-07-14 00:00:00,pagto,192.11,caixaeletronico,PIX QR CODE
TRX001514,CT-00557,2026-03-14 23:49:00,deposito,256.76,internetbanking,FOLHA PAGAMENTO
TRX001630,CT-00639,2025-11-15 19:41:00,pagto,287.89,atm,AMAZON MKTPLACE
TRX000140,CT-00200,2026-06-23 20:28:00,debitocartao,,ib,AMAZON MKTPLACE
TRX001423,CT-00524,2025-04-11 00:00:00,debitocartao,-203.84,internetbanking,UBER *TRIP
TRX001453,CT-00336,2026-09-01 20:51:00,saque,14584.9,caixaeletrônico,IFOOD *IFOOD
TRX001169,CT-00854,2026-03-03 00:00:00,ted,-87.93,caixaeletrônico,FOLHA PAGAMENTO
TRX002069,CT-00868,2026-03-05 00:00:00,compradébito,208.85,app,IFOOD *IFOOD
TRX000163,CT-00888,2026-11-06 00:00:00,ted,81.22,aplicativo,TARIFA PACOTE SERVICOS
TRX000350,CT-00004,2026-01-18 17:37:00,boleto,-78248.3,app,PADARIA DO ZE
TRX001128,CT-00661,2025-11-30 01:48:00,boleto,199.62,app,PAG*MERCADOLIVRE
TRX001525,CT-00286,2026-01-14 07:38:00,compradébito,1651.8,internetbanking,SUPERMERCADO BOM PRECO
TRX001487,CT-00851,2026-06-14 00:00:00,ted,-425.29,app,PADARIA DO ZE
TRX002070,CT-00476,2025-04-08 00:00:00,doc,150.29,agencia,
TRX000433,CT-00819,2025-11-13 00:00:00,compradébito,512.69,agencia,
TRX001087,CT-00790,2025-01-12 00:00:00,compradébito,1522.63,app,NETFLIX.COM
TRX002034,CT-00890,2025-08-23 00:00:00,boleto,778.56,ib,SUPERMERCADO BOM PRECO
TRX001018,CT-00320,2025-12-20 00:00:00,boleto,-289.63,app,PIX QR CODE
TRX001179,CT-00745,2026-04-24 22:05:00,ted,,app,
TRX001679,CT-00887,2025-10-08 13:40:00,saque,21.19,,FARMACIA SAO JOAO
TRX000655,CT-00693,2025-09-21 00:00:00,ted,-291.96,internetbanking,FOLHA PAGAMENTO
TRX000169,CT-00270,2026-01-05 00:00:00,boleto,32668.42,app,
TRX000047,CT-00957,2025-09-24 11:17:00,depósito,233.4,agência,PAG*MERCADOLIVRE
TRX001980,CT-00617,2026-06-23 00:00:00,pix,1156.82,caixaeletronico,IFOOD *IFOOD
TRX001346,CT-00496,2026-05-04 00:44:00,doc,-90.81,agencia,PADARIA DO ZE
TRX000767,CT-00439,2026-07-04 00:00:00,deposito,223.44,atm,TARIFA PACOTE SERVICOS
TRX000631,CT-00207,2026-06-29 00:00:00,boleto,,agencia,FOLHA PAGAMENTO
TRX001741,CT-00090,2026-08-08 00:00:00,pix,87.49,agencia,SUPERMERCADO BOM PRECO
TRX001314,CT-00042,2026-04-10 10:29:00,boleto,-4589.8,ib,
TRX000540,CT-00953,2026-04-24 00:00:00,saque,-216.4,,NETFLIX.COM
TRX000377,CT-00440,2026-09-05 17:54:00,boleto,,app,FOLHA PAGAMENTO
TRX001714,CT-00783,2026-03-28 00:00:00,débitocartão,-487.23,app,IFOOD *IFOOD
TRX001374,CT-00467,2025-09-20 00:00:00,debitocartao,15.63,internetbanking,FARMACIA SAO JOAO
TRX000027,CT-00128,2025-10-12 00:00:00,ted,12779.22,app,AMAZON MKTPLACE
TRX000436,CT-00953,2025-03-11 00:00:00,saque,10.43,agencia,TARIFA PACOTE SERVICOS
TRX001682,CT-00362,2026-02-06 00:00:00,saque,-1092.3,agência,SUPERMERCADO BOM PRECO
TRX001675,CT-00606,2026-07-04 18:39:00,boleto,23.12,agencia,UBER *TRIP
TRX001313,CT-00112,2026-05-21 00:00:00,boleto,183.12,agência,PADARIA DO ZE
TRX000159,CT-00862,2025-10-22 12:46:00,pagto,-91.63,caixaeletrônico,UBER *TRIP
TRX001794,CT-00409,2025-11-02 10:09:00,boleto,293.89,internetbanking,
TRX001698,CT-00268,2025-08-27 10:00:00,pix,149.84,aplicativo,POSTO SHELL BR
TRX000942,CT-00719,2025-12-17 18:48:00,pagamento,-282.2,app,NETFLIX.COM
TRX001082,CT-00175,2026-01-24 06:52:00,saque,-722.36,internetbanking,UBER *TRIP
TRX001643,CT-00206,2025-12-19 22:05:00,depósito,189.48,agencia,PIX QR CODE
TRX000638,CT-00446,2026-03-27 00:00:00,pix,-977.93,app,TRANSF ENTRE CONTAS
TRX000265,CT-00597,2025-08-11 00:00:00,saque,312.94,app,IFOOD *IFOOD
TRX001390,CT-00024,2026-07-14 00:00:00,saque,-288.87,agencia,TRANSF ENTRE CONTAS
TRX001234,CT-00035,2026-07-01 00:00:00,debitocartao,75.44,caixaeletronico,PAG*MERCADOLIVRE
TRX001731,CT-00164,2026-08-11 00:00:00,doc,231.54,internetbanking,FOLHA PAGAMENTO
TRX000982,CT-00086,2026-08-13 00:00:00,saque,-615.58,agencia,FARMACIA SAO JOAO
TRX001515,CT-00517,2025-08-21 04:39:00,compradébito,-2129.17,agencia,NETFLIX.COM
TRX001189,CT-01015,2026-08-06 14:41:00,saque,266.52,internetbanking,PADARIA DO ZE
TRX000908,CT-00094,2025-02-12 00:00:00,pix,211.78,agencia,RENDIMENTO POUPANCA
TRX000169,CT-00270,2026-01-05 00:00:00,boleto,32668.42,app,
TRX000004,CT-00867,2026-04-18 09:31:00,depósito,9223.34,agencia,NETFLIX.COM
TRX001139,CT-00400,2026-06-19 13:42:00,pagamento,11953.27,caixaeletronico,FARMACIA SAO JOAO
TRX001224,CT-00814,2026-01-31 00:00:00,pix,-557.18,internetbanking,NETFLIX.COM
TRX000107,CT-00776,2026-12-08 00:00:00,deposito,56.63,,NETFLIX.COM
TRX001456,CT-00539,2026-05-06 00:00:00,boleto,-3230.35,caixaeletrônico,RENDIMENTO POUPANCA
TRX000676,CT-00506,2026-08-02 22:22:00,débitocartão,-900.81,internetbanking,PADARIA DO ZE
TRX001813,CT-00650,2025-12-04 00:00:00,boleto,-104.22,agencia,UBER *TRIP
TRX001743,CT-00429,2025-03-08 00:00:00,pix,282.21,ib,PAG*MERCADOLIVRE
TRX001942,CT-00379,2026-03-11 04:17:00,deposito,274.67,aplicativo,SUPERMERCADO BOM PRECO
TRX001985,CT-00375,2025-08-13 04:45:00,pix,-166.12,app,UBER *TRIP
TRX001693,CT-00316,2025-09-20 20:33:00,deposito,213.36,app,UBER *TRIP
TRX001558,CT-00159,2026-03-19 00:00:00,boleto,63185.59,,PADARIA DO ZE
TRX001583,CT-00948,2026-12-08 00:00:00,boleto,-6681.88,internetbanking,PIX QR CODE
TRX000564,CT-00343,2026-03-18 00:00:00,saque,11164.39,agencia,RENDIMENTO POUPANCA
TRX000021,CT-00343,2025-11-13 00:00:00,pagamento,11150.71,internetbanking,FARMACIA SAO JOAO
TRX000795,CT-00302,2026-04-29 19:19:00,pix,-1436.2,app,SUPERMERCADO BOM PRECO
TRX001317,CT-00330,2026-01-27 12:36:00,saque,295.31,internetbanking,RENDIMENTO POUPANCA
TRX000998,CT-00220,2026-03-24 00:00:00,débitocartão,18.87,aplicativo,AMAZON MKTPLACE
TRX000101,CT-00740,2025-10-10 00:00:00,ted,212.58,,FARMACIA SAO JOAO
TRX001492,CT-00048,2026-12-01 23:54:00,pix,211.18,agência,UBER *TRIP
TRX001769,CT-00956,2025-11-15 21:32:00,pix,207.74,caixaeletronico,IFOOD *IFOOD
TRX001422,CT-00626,2026-06-17 20:18:00,boleto,269.72,agencia,NETFLIX.COM
TRX000279,CT-00909,2025-12-08 19:52:00,boleto,174.32,caixaeletrônico,PADARIA DO ZE
TRX001058,CT-00955,2026-04-14 00:00:00,deposito,52.49,ib,RENDIMENTO POUPANCA
TRX002035,CT-00634,2025-12-13 00:00:00,pix,88.3,app,POSTO SHELL BR
TRX000637,CT-00831,2026-10-08 00:00:00,saque,751.08,internetbanking,TARIFA PACOTE SERVICOS
TRX000796,CT-00938,2026-04-21 05:58:00,pix,-237.89,ib,FOLHA PAGAMENTO
TRX000216,CT-00037,2026-03-20 05:56:00,compradébito,6379.07,internetbanking,PAG*MERCADOLIVRE
TRX001471,CT-00920,2025-10-22 17:18:00,débitocartão,-223.39,agência,PIX QR CODE
TRX000547,CT-00309,2026-05-23 03:15:00,ted,277.01,agencia,RENDIMENTO POUPANCA
TRX001233,CT-00019,2025-11-28 00:00:00,ted,-256.62,app,FOLHA PAGAMENTO
TRX001883,CT-00554,2025-12-08 00:00:00,boleto,-1036.43,agencia,FOLHA PAGAMENTO
TRX001799,CT-00560,2025-10-19 06:44:00,pix,1413.62,agencia,
TRX000886,CT-00953,2026-04-19 00:00:00,débitocartão,-1017.26,internetbanking,FARMACIA SAO JOAO
TRX000372,CT-00143,2025-10-21 10:08:00,pagamento,27996.85,internetbanking,PADARIA DO ZE
TRX001597,CT-00444,2026-01-27 12:00:00,compradébito,,ib,RENDIMENTO POUPANCA
TRX001887,CT-00839,2026-02-12 20:26:00,pagto,7005.41,agencia,NETFLIX.COM
TRX001119,CT-00987,2026-03-14 00:00:00,boleto,1236.77,app,
TRX000593,CT-00257,2026-01-04 06:37:00,pix,721.86,app,FOLHA PAGAMENTO
TRX001470,CT-00501,2026-02-28 17:36:00,boleto,1739.62,agencia,RENDIMENTO POUPANCA
TRX001347,CT-00155,2025-02-10 00:00:00,deposito,278.36,atm,FOLHA PAGAMENTO
TRX001041,CT-00105,2025-09-26 03:37:00,pagto,79.18,agencia,FARMACIA SAO JOAO
TRX001384,CT-00344,2025-07-08 00:00:00,deposito,14156.31,app,FOLHA PAGAMENTO
TRX002078,CT-00666,2026-02-15 00:00:00,deposito,0.0,atm,PAG*MERCADOLIVRE
TRX001486,CT-00366,2025-09-20 20:38:00,pix,9321.07,agência,NETFLIX.COM
TRX000736,CT-00590,2025-11-25 13:46:00,pix,-286.17,app,NETFLIX.COM
TRX001071,CT-00933,2026-03-31 00:00:00,saque,-12551.51,agencia,TRANSF ENTRE CONTAS
TRX001187,CT-00903,2026-10-07 09:42:00,saque,-43600.97,app,RENDIMENTO POUPANCA
TRX000097,CT-00162,2025-10-02 00:00:00,ted,96.88,agencia,FOLHA PAGAMENTO
TRX002019,CT-00253,2026-02-13 09:36:00,boleto,130.9,app,SUPERMERCADO BOM PRECO
TRX002059,CT-00231,2025-03-10 00:00:00,depósito,226.33,app,
TRX000919,CT-00524,2025-09-09 00:00:00,doc,58.22,ib,FOLHA PAGAMENTO
TRX001322,CT-00775,2025-10-18 00:00:00,ted,,app,TRANSF ENTRE CONTAS
TRX000850,CT-00004,2026-09-02 21:21:00,boleto,24227.22,atm,FOLHA PAGAMENTO
TRX000491,CT-00430,2025-09-12 00:00:00,doc,43.51,,PIX QR CODE
TRX001462,CT-00270,2025-10-29 05:43:00,boleto,6500.22,agência,TRANSF ENTRE CONTAS
TRX000864,CT-00025,2025-09-26 07:54:00,doc,371.78,agencia,FOLHA PAGAMENTO
TRX001093,CT-00439,2026-01-19 00:00:00,debitocartao,43.83,app,FARMACIA SAO JOAO
TRX000685,CT-00273,2025-08-15 00:00:00,deposito,20794.95,app,TRANSF ENTRE CONTAS
TRX000596,CT-00301,2026-06-09 00:00:00,deposito,88.08,agencia,RENDIMENTO POUPANCA
TRX001978,CT-00318,2025-08-16 00:00:00,depósito,180.68,caixaeletrônico,NETFLIX.COM
TRX000734,CT-00828,2025-09-11 01:56:00,saque,286.83,caixaeletronico,POSTO SHELL BR
TRX001336,CT-00808,2026-03-30 08:15:00,boleto,689.53,app,TARIFA PACOTE SERVICOS
TRX001433,CT-00427,2026-01-02 10:27:00,boleto,-210.81,internetbanking,UBER *TRIP
TRX000598,CT-00745,2026-05-13 00:00:00,depósito,284.63,app,POSTO SHELL BR
TRX000865,CT-00247,2026-07-16 00:00:00,saque,43894.08,caixaeletronico,SUPERMERCADO BOM PRECO
TRX000119,CT-00131,2025-11-20 06:19:00,boleto,76063.09,atm,RENDIMENTO POUPANCA
TRX001810,CT-00701,2025-04-08 08:24:00,saque,1363.69,internetbanking,PADARIA DO ZE
TRX001762,CT-00715,2026-06-26 00:00:00,pix,74374.99,caixaeletronico,FOLHA PAGAMENTO
TRX000381,CT-00257,2026-06-29 00:00:00,saque,,app,TRANSF ENTRE CONTAS
TRX001117,CT-00399,2026-03-16 00:00:00,deposito,102.32,app,POSTO SHELL BR
TRX001283,CT-00766,2026-10-03 00:00:00,boleto,1148.91,internetbanking,NETFLIX.COM
TRX001188,CT-00058,2026-04-18 11:52:00,boleto,23.21,app,UBER *TRIP
TRX000718,CT-00111,2025-12-12 20:32:00,doc,-108.6,agencia,FOLHA PAGAMENTO
TRX000150,CT-00503,2025-08-10 00:00:00,pagamento,243.44,app,NETFLIX.COM
TRX000446,CT-00080,2026-05-26 17:33:00,ted,100.36,agência,RENDIMENTO POUPANCA
TRX000806,CT-00681,2026-05-30 00:00:00,deposito,4073.55,internetbanking,TARIFA PACOTE SERVICOS
TRX000069,CT-00762,2025-11-08 00:00:00,boleto,6913.06,atm,PIX QR CODE
TRX001011,CT-00821,2026-02-05 00:00:00,ted,179.19,agencia,PADARIA DO ZE
TRX000680,CT-00650,2025-10-31 00:00:00,saque,0.0,app,SUPERMERCADO BOM PRECO
TRX000036,CT-00448,2026-03-14 00:00:00,boleto,212.36,agência,AMAZON MKTPLACE
TRX000155,CT-00359,2025-10-12 07:23:00,deposito,1212.13,internetbanking,PIX QR CODE
TRX000073,CT-00647,2026-02-01 00:00:00,pix,3896.1,agencia,POSTO SHELL BR
TRX001581,CT-00626,2026-10-07 00:00:00,deposito,159.05,atm,UBER *TRIP
TRX000587,CT-00484,2026-05-24 07:34:00,ted,77960.01,,PIX QR CODE
TRX000098,CT-00146,2026-05-11 00:00:00,deposito,268.03,app,IFOOD *IFOOD
TRX000479,CT-00044,2026-04-16 00:00:00,saque,36.21,app,POSTO SHELL BR
TRX001075,CT-00895,2026-03-25 00:00:00,pagto,-3032.74,app,TRANSF ENTRE CONTAS
TRX000899,CT-00519,2026-08-15 00:00:00,boleto,-864.08,agência,SUPERMERCADO BOM PRECO
TRX000799,CT-00168,2025-11-30 07:42:00,compradébito,-62.65,ib,POSTO SHELL BR
TRX001735,CT-00663,2026-06-05 16:35:00,deposito,1997.66,app,NETFLIX.COM
TRX000005,CT-00921,2025-08-27 00:00:00,deposito,200.89,atm,TARIFA PACOTE SERVICOS
TRX001290,CT-00743,2025-08-11 00:00:00,debitocartao,8131.1,caixaeletronico,TARIFA PACOTE SERVICOS
TRX001582,CT-00007,2025-11-16 00:00:00,depósito,90.64,agencia,IFOOD *IFOOD
TRX000819,CT-00892,2026-07-21 00:00:00,boleto,-288.53,internetbanking,FARMACIA SAO JOAO
TRX001947,CT-00737,2026-10-01 00:00:00,pix,263.2,internetbanking,RENDIMENTO POUPANCA
TRX000535,CT-00461,2025-01-10 18:15:00,saque,789.17,internetbanking,NETFLIX.COM
TRX001386,CT-00669,2026-11-07 00:00:00,pix,-263.71,internetbanking,PIX QR CODE
TRX001185,CT-00801,2026-04-27 18:52:00,saque,184.65,app,IFOOD *IFOOD
TRX001786,CT-00827,2026-07-13 00:00:00,boleto,-119.71,atm,
TRX000099,CT-00237,2026-01-27 05:21:00,compradébito,-1462.96,agencia,PIX QR CODE
TRX001046,CT-00013,2025-11-13 00:00:00,deposito,1770.42,app,SUPERMERCADO BOM PRECO
TRX001005,CT-00168,2025-08-21 01:12:00,deposito,67.85,agencia,PAG*MERCADOLIVRE
TRX000661,CT-00035,2025-06-11 15:33:00,deposito,268.63,app,TARIFA PACOTE SERVICOS
TRX000339,CT-00803,2025-09-15 15:28:00,ted,9578.29,caixaeletrônico,UBER *TRIP
TRX001118,CT-00841,2025-10-25 00:00:00,boleto,459.13,agencia,POSTO SHELL BR
TRX000803,CT-00093,2025-09-17 17:24:00,depósito,9324.62,agência,PIX QR CODE
TRX000321,CT-00515,2026-01-26 00:00:00,boleto,12124.94,,POSTO SHELL BR
TRX001016,CT-00191,2025-12-11 00:00:00,saque,283.58,agencia,FOLHA PAGAMENTO
TRX000991,CT-00495,2026-05-06 18:25:00,pagamento,628.56,caixaeletronico,PIX QR CODE
TRX000752,CT-00127,2025-11-26 00:00:00,debitocartao,-8714.41,,UBER *TRIP
TRX000639,CT-00655,2026-06-15 14:35:00,boleto,1536.54,atm,UBER *TRIP
TRX000668,CT-00342,2025-09-11 00:00:00,pix,11368.78,internetbanking,
TRX000745,CT-00508,2025-06-10 00:00:00,débitocartão,862.01,atm,AMAZON MKTPLACE
TRX001787,CT-00159,2025-09-24 00:00:00,pagamento,891.36,atm,RENDIMENTO POUPANCA
TRX001379,CT-00840,2026-06-18 16:56:00,deposito,329.2,app,PAG*MERCADOLIVRE
TRX000146,CT-00663,2026-03-07 00:12:00,deposito,695.1,internetbanking,PIX QR CODE
TRX001013,CT-00186,2026-06-18 00:00:00,saque,1302.97,caixaeletrônico,TRANSF ENTRE CONTAS
TRX002038,CT-00612,2025-12-22 23:55:00,pix,1844.46,,
TRX000301,CT-00679,2025-06-12 00:00:00,pagto,213.31,app,FOLHA PAGAMENTO
TRX001319,CT-00788,2025-11-23 15:42:00,depósito,19.81,app,NETFLIX.COM
TRX001615,CT-00620,2026-02-04 13:10:00,deposito,44.58,caixaeletronico,SUPERMERCADO BOM PRECO
TRX001573,CT-00363,2026-03-01 00:00:00,doc,70.53,aplicativo,UBER *TRIP
TRX001550,CT-00698,2025-10-22 15:47:00,pix,-499.81,aplicativo,PADARIA DO ZE
TRX000557,CT-00848,2025-09-19 00:00:00,boleto,-1389.0,aplicativo,FOLHA PAGAMENTO
TRX001551,CT-00012,2025-12-14 06:45:00,ted,36.32,ib,POSTO SHELL BR
TRX000141,CT-00165,2025-11-21 20:48:00,boleto,,app,NETFLIX.COM
TRX000681,CT-00021,2025-05-09 01:05:00,boleto,-77055.02,app,TARIFA PACOTE SERVICOS
TRX001448,CT-00856,2026-07-04 05:18:00,pagamento,-1861.28,caixaeletronico,FOLHA PAGAMENTO
TRX000726,CT-00395,2025-09-28 00:00:00,boleto,31.35,ib,IFOOD *IFOOD
TRX001827,CT-00223,2026-05-07 00:00:00,doc,-252.66,app,TARIFA PACOTE SERVICOS
TRX001230,CT-00265,2026-02-14 00:00:00,pix,190.15,internetbanking,IFOOD *IFOOD
TRX000768,CT-00972,2026-06-15 01:19:00,ted,195.7,internetbanking,TARIFA PACOTE SERVICOS
TRX001962,CT-00480,2025-08-18 00:00:00,doc,626.7,atm,RENDIMENTO POUPANCA
TRX001302,CT-00782,2026-03-11 00:00:00,boleto,285.62,agencia,POSTO SHELL BR
TRX000541,CT-00089,2025-10-09 00:00:00,débitocartão,1197.18,internetbanking,TRANSF ENTRE CONTAS
TRX000431,CT-00650,2025-11-26 00:00:00,doc,-125.06,agência,SUPERMERCADO BOM PRECO
TRX001297,CT-00776,2026-01-16 00:00:00,pagamento,-281.24,app,
TRX002091,CT-00267,2025-11-15 11:19:00,depósito,251.77,caixaeletrônico,FOLHA PAGAMENTO
TRX001348,CT-00178,2025-12-14 00:00:00,depósito,285.6,agência,PIX QR CODE
TRX000615,CT-00397,2026-10-06 00:00:00,pagto,217.97,,TRANSF ENTRE CONTAS
TRX001007,CT-00442,2026-01-25 23:43:00,saque,4896.38,agência,NETFLIX.COM
TRX000831,CT-00640,2025-08-13 00:00:00,pix,-27.47,app,AMAZON MKTPLACE
TRX001130,CT-00049,2025-08-18 00:00:00,pix,-256.15,internetbanking,AMAZON MKTPLACE
TRX000231,CT-00630,2026-01-23 00:00:00,ted,650.79,agencia,NETFLIX.COM
TRX000106,CT-00835,2026-01-25 00:00:00,ted,7859.48,app,NETFLIX.COM
TRX000014,CT-00870,2026-04-24 00:00:00,depósito,35.09,agência,POSTO SHELL BR
TRX002085,CT-00637,2026-08-11 00:30:00,debitocartao,150.4,internetbanking,TARIFA PACOTE SERVICOS
TRX000156,CT-00413,2026-07-13 00:00:00,compradébito,-6527.12,internetbanking,RENDIMENTO POUPANCA
TRX001730,CT-00261,2025-10-04 00:24:00,deposito,225.18,agencia,IFOOD *IFOOD
TRX001972,CT-00902,2026-07-15 01:27:00,ted,-269.5,app,TRANSF ENTRE CONTAS
TRX000809,CT-00750,2026-03-28 00:00:00,depósito,4616.99,app,AMAZON MKTPLACE
TRX000737,CT-00396,2025-09-19 17:13:00,saque,273.82,,PIX QR CODE
TRX001098,CT-00375,2026-04-11 15:17:00,pagto,1391.02,agência,IFOOD *IFOOD
TRX001432,CT-00115,2025-08-28 15:56:00,debitocartao,1681.64,aplicativo,FOLHA PAGAMENTO
TRX000877,CT-00445,2025-12-13 00:00:00,ted,193.1,,AMAZON MKTPLACE
TRX000219,CT-00450,2026-06-19 00:00:00,ted,-59221.13,agencia,FOLHA PAGAMENTO
TRX000239,CT-00850,2026-06-16 00:00:00,pagto,138.4,app,SUPERMERCADO BOM PRECO
TRX001662,CT-00509,2025-12-18 00:00:00,deposito,8.54,app,
TRX001511,CT-00120,2026-06-11 00:00:00,compradébito,13444.67,caixaeletrônico,NETFLIX.COM
TRX001065,CT-00311,2026-01-17 00:00:00,ted,11430.22,agencia,IFOOD *IFOOD
TRX000018,CT-00808,2025-10-21 00:00:00,depósito,648.47,caixaeletronico,NETFLIX.COM
TRX001521,CT-00022,2026-05-14 23:32:00,boleto,1664.53,caixaeletronico,SUPERMERCADO BOM PRECO
TRX002039,CT-00711,2025-12-08 08:45:00,ted,-111.71,app,FARMACIA SAO JOAO
TRX000083,CT-00177,2025-10-22 00:00:00,boleto,34867.74,internetbanking,TARIFA PACOTE SERVICOS
TRX000845,CT-00881,2026-08-02 00:00:00,ted,-91.8,agência,POSTO SHELL BR
TRX001848,CT-00953,2026-06-29 16:42:00,boleto,-276.84,agencia,FARMACIA SAO JOAO
TRX001622,CT-00550,2026-07-14 00:00:00,saque,83.71,app,TRANSF ENTRE CONTAS
TRX001687,CT-00954,2025-08-16 08:35:00,pix,590.09,atm,FOLHA PAGAMENTO
TRX001552,CT-00299,2026-06-29 06:13:00,pix,61.7,aplicativo,UBER *TRIP
TRX000238,CT-00191,2026-05-15 00:00:00,boleto,1173.5,internetbanking,PIX QR CODE
TRX001198,CT-00577,2026-03-06 03:37:00,debitocartao,-188.78,internetbanking,TARIFA PACOTE SERVICOS
TRX000286,CT-00697,2025-04-11 10:34:00,depósito,75.28,ib,PIX QR CODE
TRX000136,CT-00676,2026-11-04 00:00:00,doc,5826.25,app,UBER *TRIP
TRX001756,CT-00457,2026-04-12 00:00:00,saque,-11022.62,internetbanking,POSTO SHELL BR
TRX001337,CT-00136,2026-03-07 20:52:00,ted,13620.3,caixaeletrônico,FARMACIA SAO JOAO
TRX000300,CT-00547,2026-05-14 00:00:00,debitocartao,-79.93,app,TRANSF ENTRE CONTAS
TRX000486,CT-00091,2026-07-22 00:00:00,boleto,25458.29,atm,SUPERMERCADO BOM PRECO
TRX000634,CT-00287,2026-03-06 19:45:00,deposito,235.25,atm,AMAZON MKTPLACE
TRX001096,CT-00914,2025-09-03 00:00:00,ted,846.55,aplicativo,TARIFA PACOTE SERVICOS
TRX001020,CT-00225,2026-04-05 00:00:00,saque,276.67,,
TRX000228,CT-00245,2026-03-24 14:05:00,boleto,8907.99,internetbanking,PIX QR CODE
TRX001452,CT-00327,2026-03-28 00:00:00,saque,,internetbanking,NETFLIX.COM
TRX001539,CT-00534,2026-07-06 18:06:00,débitocartão,-100.35,caixaeletrônico,FARMACIA SAO JOAO
TRX001062,CT-00190,2025-12-10 20:12:00,pagamento,-715.53,caixaeletronico,PADARIA DO ZE
TRX001624,CT-00624,2026-04-25 16:27:00,deposito,14664.0,ib,IFOOD *IFOOD
TRX001561,CT-00086,2025-12-13 08:50:00,saque,0.0,aplicativo,UBER *TRIP
TRX001528,CT-00842,2026-05-04 22:34:00,pix,-236.46,atm,
TRX001025,CT-00667,2025-11-27 22:43:00,compradébito,-222.03,agência,PAG*MERCADOLIVRE
TRX001929,CT-00727,2026-03-05 21:40:00,ted,5707.82,aplicativo,
TRX000920,CT-00749,2026-06-19 00:00:00,pix,19.4,atm,NETFLIX.COM
TRX000922,CT-00326,2026-05-15 00:00:00,pagamento,277.24,internetbanking,PADARIA DO ZE
TRX000999,CT-00361,2025-09-28 22:15:00,pix,-121.82,agência,TRANSF ENTRE CONTAS
TRX001822,CT-00411,2025-10-26 00:00:00,débitocartão,84.31,app,IFOOD *IFOOD
TRX000068,CT-00410,2025-11-19 00:00:00,débitocartão,0.0,caixaeletronico,PADARIA DO ZE
TRX000969,CT-00410,2025-11-15 00:00:00,depósito,29483.08,agencia,TARIFA PACOTE SERVICOS
TRX000854,CT-00124,2025-12-23 00:24:00,pix,6783.36,agência,FOLHA PAGAMENTO
TRX000054,CT-00262,2026-05-29 00:00:00,debitocartao,133.91,atm,POSTO SHELL BR
TRX000869,CT-00245,2025-08-27 02:38:00,deposito,78.3,,FARMACIA SAO JOAO
TRX001042,CT-00338,2026-11-08 00:00:00,deposito,1302.8,internetbanking,AMAZON MKTPLACE
TRX000343,CT-00151,2026-08-15 17:36:00,deposito,83.64,app,POSTO SHELL BR
TRX000808,CT-00711,2026-03-09 00:00:00,saque,177.44,internetbanking,FOLHA PAGAMENTO
TRX001559,CT-00914,2025-09-29 03:11:00,pagamento,268.79,ib,RENDIMENTO POUPANCA
TRX000941,CT-00453,2025-10-21 18:43:00,ted,721.21,ib,IFOOD *IFOOD
TRX000521,CT-00068,2026-01-20 00:05:00,pagto,9367.5,atm,TARIFA PACOTE SERVICOS
TRX001919,CT-00466,2025-08-16 00:00:00,saque,-8751.47,app,TARIFA PACOTE SERVICOS
TRX000730,CT-00504,2025-03-10 00:00:00,pix,3397.14,ib,POSTO SHELL BR
TRX001376,CT-00262,2026-10-08 05:07:00,boleto,-1937.23,agencia,TRANSF ENTRE CONTAS
TRX000774,CT-00634,2025-12-25 00:00:00,pix,-173.31,internetbanking,SUPERMERCADO BOM PRECO
TRX000708,CT-00599,2026-05-25 00:00:00,saque,94.91,agência,TRANSF ENTRE CONTAS
TRX000143,CT-00199,2026-07-17 23:50:00,deposito,211.14,internetbanking,FOLHA PAGAMENTO
TRX001249,CT-00662,2025-12-06 00:00:00,pix,239.6,caixaeletrônico,PIX QR CODE
TRX000395,CT-00777,2026-05-16 00:00:00,boleto,-5744.82,caixaeletrônico,NETFLIX.COM
TRX002080,CT-00151,2025-01-09 12:39:00,depósito,3826.58,ib,FARMACIA SAO JOAO
TRX000600,CT-00759,2025-12-08 00:00:00,ted,8171.43,internetbanking,FOLHA PAGAMENTO
TRX000689,CT-00284,2026-02-17 00:00:00,saque,290.18,agência,IFOOD *IFOOD
TRX001692,CT-00834,2026-04-30 00:00:00,saque,-101.64,caixaeletrônico,SUPERMERCADO BOM PRECO
TRX001948,CT-00755,2026-03-27 00:00:00,saque,61.87,atm,PIX QR CODE
TRX000492,CT-00714,2025-12-28 00:00:00,pagamento,-18026.91,caixaeletrônico,NETFLIX.COM
TRX002079,CT-00193,2025-12-30 00:00:00,ted,65.23,caixaeletronico,PADARIA DO ZE
TRX000037,CT-00264,2025-09-20 05:14:00,boleto,39.1,,AMAZON MKTPLACE
TRX000894,CT-00233,2025-08-25 00:00:00,pix,-1613.39,atm,RENDIMENTO POUPANCA
