id_conta;ID_CLIENTE;Agência;Tipo de Conta;Saldo Atual;Data Abertura ;STATUS;Limite Cheque Especial
CT-00905;CLT-0431;0102;corrente;55.393,14;2019-09-19;ativa;1000.00
CT-00021;CLT-0139;0034;Poupança;13.805,44;06/04/2024;Ativa;R$ 0,00
CT-00464;CLT-0828;0001;c/c;R$ 37.881,81;2017-04-28;encerrada;R$ 2.500,00
CT-00232;CLT-0544;1200;Poupança;60.210,14;30/06/25;Ativa;sem info
CT-00247;CLT-0127;0034;Corrente;79.097,73;2020-09-19;Ativa;2500.00
CT-00747;CLT-0183;1200;c/c;40575.54;02/01/2021;encerrada;0,00
CT-00327;CLT-0318;1200;CORRENTE;R$ 36.937,98;02-07-2019;Bloqueada;sem info
CT-00012;CLT-0437;0001;c/c;7.773,63;14-10-2018;Ativa;2.500,00
CT-00440;CLT-0517;0034;corrente;17617,11;10/03/2019;ativa;0,00
CT-00621;CLT-0182;0102;Salário;73.862,02;2020-10-09;Ativa;1.000,00
CT-00442;CLT-0746;0521;CC;11.282,95;2019-12-25;encerrada;10000.00
CT-00084;CLT-0041;0034;SALÁRIO;54413.39;02-08-2016;Ativa;10.000,00
CT-00396;CLT-0273;0102;Corrente;;2016-02-08;;R$ 0.00
CT-00298;CLT-0648;0001;CORRENTE;R$ 67975.37;2019-09-10;ativa;1000.00
CT-00478;CLT-0597;0347;poupanca;R$ 15.845,89;27/01/2018;Ativa;10000.00
CT-00425;CLT-0067;0347;Poupança;54104.09;02-01-2024;Encerrada;10000.00
CT-00229;CLT-0363;0347;poupança;59.510,17;18/10/2024;Ativa;2500.00
CT-00114;CLT-0028;0034;corrente;54341.33;17/12/2018;Ativa;R$ 10.000,00
CT-00445;CLT-0655;1200;corrente;45647,95;24/03/17;Bloqueada;R$ 500,00
CT-00530;CLT-0498;0001;Corrente;4.280,64;2018-01-08;Ativa;R$ 1.000,00
CT-00696;CLT-0562;0034;CORRENTE;54072.28;30-11-2017;Ativa;R$ 2500.00
CT-00206;CLT-0042;0347;Poupança;R$ 41.035,68;08/06/20;ativa;500,00
CT-00638;CLT-0742;1200;Corrente;56688.34;08-nov-2016;bloqueada;2.500,00
CT-00875;CLT-0653;0102;Poupança;37.079,84;31/07/2025;Ativa;1000.00
CT-00757;CLT-0415;0034;corrente;55.206,91;30/03/2023;Ativa;R$ 1.000,00
CT-00255;CLT-0184;0001;Corrente;46635.49;2022-12-18;ATIVA;R$ 2500.00
CT-00330;CLT-0254;0001;Corrente;84.713,75;06/04/2018;Bloqueada;2500.00
CT-00799;CLT-0302;0001;corrente;R$ -2.279,02;16/10/2020;Ativa;2.500,00
CT-00110;CLT-0234;0521;poupanca;R$ 41.268,48;10/08/2018;Ativa;R$ 0,00
CT-00680;CLT-0520;0001;poupança;421.92;23-07-2025;Ativa;500.00
CT-00730;CLT-0778;0521;POUPANÇA;23987,55;17-11-2018;bloqueada;5000,00
CT-00791;CLT-0369;0001;Corrente;39.430,39;08/10/2019;bloqueada;500.00
CT-00301;CLT-0066;0034;poupanca;77679.56;2022-10-14;Ativa;R$ 0,00
CT-00379;CLT-0496;0102;salário;81377.90;31/07/2026;Ativa;R$ 0.00
CT-00716;CLT-0534;0001;c/c;42.944,19;30/08/2021;ATIVA;R$ 10.000,00
CT-00438;CLT-0129;1200;c/c;26.877,52;27-07-2021;Ativa;R$ 5000.00
CT-00830;CLT-0586;0102;Conta Salário;-2440,87;04/12/20;ativa;0.00
CT-00527;CLT-0338;0034;Poupança;71166.32;13/06/2025;ativa;5000.00
CT-00578;CLT-0232;0347;Poupança;9300,46;24-02-2021;Bloqueada;R$ 2.500,00
CT-00103;CLT-0421;0034;Corrente;2272.49;2025-04-15;Encerrada;R$ 1.000,00
CT-00587;CLT-0407;0001;Poupança;36650.52;24-08-2017;Ativa;R$ 0,00
CT-00428;CLT-0575;0001;Poupança;50.239,59;19/07/2023;Ativa;R$ 1000.00
CT-00571;CLT-0537 ;0521;corrente;11800.17;2015-07-10;Ativa;0.00
CT-00823;CLT-0515;0001;Corrente;R$ 11.553,77;2019-06-01;ATIVA;R$ 1.000,00
CT-00472;CLT-0464;0102;Poupança;-1302.06;2021-05-11;ativa;R$ 2.500,00
CT-00355;CLT-0728;0034;POUPANÇA;67676.08;15/07/2016;bloqueada;10.000,00
CT-00311;CLT-0217;1200;poupanca;R$ -1.276,24;29-05-2025;Bloqueada;5.000,00
CT-00834;CLT-0195;0001;POUPANCA;-;07/03/2019;Ativa;R$ 1.000,00
CT-00865;CLT-0750;0521;Corrente;64974.48;2022-05-21;encerrada;500.00
CT-00043;CLT-0718;1200;Poupança;64.968,53;16/04/2018;Ativa;-
CT-00565;CLT-0301;0034;SALÁRIO;51519,82;15/01/2016;Encerrada;R$ 0,00
CT-00848;CLT-0020;0034;corrente;;21-ago-2020;ATIVA;5000.00
CT-00261;clt-0785;1200;corrente;47.433,45;20-05-2015;Ativa;1000.00
CT-00607;CLT-0476 ;0034;Corrente;42364,39;2017-02-21;Encerrada;R$ 0,00
CT-00584;CLT-0439;0001;poupança;35469.71;22/02/2015;ATIVA;0,00
CT-00137;CLT-0445;0001;Corrente;R$ 12.313,75;2016-01-21;bloqueada;10.000,00
CT-00553;CLT-0475;0102;POUPANÇA;R$ 5978.82;18-08-2017;ativa;0.00
CT-00408;CLT-0731;0034;SALÁRIO;R$ 44898.95;2017-09-10;Ativa;0,00
CT-00034;CLT-0440;0347;corrente;R$ 69392.72;30-09-2025;Ativa;10000.00
CT-00927;CLT-0664;1200;CORRENTE;35515.42;11-01-2025;Ativa;R$ 500,00
CT-00145;CLT-0163;0034;Corrente;R$ 31.571,82;09/02/2015;Ativa;1.000,00
CT-00777;CLT-0258;0102;corrente;R$ 43.409,42;31/05/2024;encerrada;R$ 2.500,00
CT-00558;clt-0794;0034;Corrente;N/A;14/02/2019;Ativa;R$ 10.000,00
CT-00812;CLT-0522;0347;Corrente;15.865,87;13/12/2015;ATIVA;1000.00
CT-00497;CLT-0551;0347;Salário;72723.67;29-abr-2022;Ativa;R$ 2500.00
CT-00737;CLT-0782;1200;Corrente;-303,03;07/10/22;ativa;R$ 10000.00
CT-00924;CLT-0529;0001;corrente;73.043,92;08/02/2018;Ativa;R$ 0,00
CT-00846;CLT-0079;0034;PP;20660.24;2024-02-02;Encerrada;R$ 10.000,00
CT-00171;CLT-0352;0347;CORRENTE;17.208,67;08/03/2017;Ativa;2.500,00
CT-00708;CLT-0403;1200;Poupança;-627,72;2021-12-16;ATIVA;R$ 5000.00
CT-00649;CLT-0230;0001;POUPANÇA;67590,29;2025-07-08;ativa;R$ 2.500,00
CT-00655;CLT-0397;1200;CORRENTE;-;2015-02-28;Ativa;500.00
CT-00249;CLT-0474;1200;CORRENTE;R$ 64.569,67;24-09-2021;ativa;R$ 1000.00
CT-00217;CLT-0277;0347;Corrente;57849.93;2019-10-01;Ativa;5.000,00
CT-00267;CLT-0180;0347;Salário;R$ 42.599,39;08-02-2016;;10000.00
CT-00368;CLT-0522;0521;Corrente;4.931,62;2022-10-03;Ativa;500,00
CT-00852;CLT-0794;1200;CORRENTE;54.214,97;2026-01-23;ativa;R$ 10.000,00
CT-00644;CLT-0349 ;0521;CORRENTE;10.796,74;22/06/2023;;R$ 10.000,00
CT-00457;CLT-0325;1200;poupança;53.223,47;06/04/2015;ATIVA;1.000,00
CT-00268;CLT-0032;0102;Poupança;R$ 62.448,28;30-10-2017;Ativa;R$ 2500.00
CT-00898;CLT-0873;0034;Salário;51399.16;2020-12-21;Ativa;500.00
CT-00201;CLT-0700;0001;Corrente;R$ 54.859,80;2024-10-17;Ativa;1000.00
CT-00236;CLT-0175;0102;POUPANÇA;R$ 66.897,07;23/10/18;ativa;2.500,00
CT-00390;CLT-0784;1200;CORRENTE;R$ 58.485,14;2015-10-30;ATIVA;500.00
CT-00067;CLT-0332;1200;Corrente;17670.05;21/10/2018;ativa;500,00
CT-00648;CLT-0518;1200;POUPANÇA;R$ 65.712,50;01-fev-2026;encerrada;R$ 2.500,00
CT-00620;CLT-0769;0102;CORRENTE;R$ 41.988,55;17-jan-2024;Ativa;10.000,00
CT-00080;CLT-0310 ;0034;POUPANÇA;(9.233,18);20-07-2021;ativa;N/A
CT-00451;CLT-0701;0521;Poupança;53.577,34;2021-01-06;Ativa;R$ 0,00
CT-00837;CLT-0315;1200;Corrente;2281.43;2019-04-25;Ativa;10000,00
CT-00857;CLT-0506;0521;CC;28511,38;24/03/2022;Bloqueada;R$ 5.000,00
CT-00302;CLT-0518;0347;corrente;24480,77;2023-01-30;ATIVA;2500,00
CT-00689;CLT-0135;0034;POUPANÇA;46348,25;2023-03-10;ativa;R$ 5.000,00
CT-00207;CLT-0121;0034;Corrente;R$ 63.248,07;2023-08-07;Ativa;0,00
CT-00853;clt-0862;0001;corrente;45484.89;30-04-2026;Ativa;R$ 1000.00
CT-00666;CLT-0848;0102;Salário;77.771,57;2019-07-23;Ativa;
CT-00326;CLT-0617;0102;corrente;15.149,21;2015-11-23;Ativa;2.500,00
CT-00811;CLT-0139;1200;CORRENTE;629,07;22/01/2020;Bloqueada;R$ 1000.00
CT-00900;CLT-0630;0102;c/c;-;28-dez-2025;ativa;0,00
CT-00331;CLT-0069;0102;Poupança;40422.60;10/09/2018;ATIVA;10.000,00
CT-00933;CLT-0473;0347;Corrente;R$ 54.036,84;2020-10-15;Bloqueada;R$ 1.000,00
CT-00322;CLT-0158;0001;poupança;22.178,43;08/01/2024;Encerrada;2500.00
CT-00306;CLT-0051;1200;Poupança;4564,41;29/12/19;Ativa;
CT-00025;CLT-0125;0034;CC;18761.91;21/12/2020;Bloqueada;R$ 2.500,00
CT-00719;CLT-0849;0001;Corrente;43279.51;2023-05-07;ativa;2.500,00
CT-00486;CLT-0854;1200;CORRENTE;R$ 12327.40;03/03/2019;Ativa;R$ 10.000,00
CT-00173;CLT-0228;0102;c/c;44714,48;2025-01-05;ATIVA;500.00
CT-00952;CLT-0034;0347;Poupança;15488,67;11-mar-2019;Ativa;1.000,00
CT-00211;CLT-0073;0102;Corrente;39844.68;05/06/2022;Ativa;2500,00
CT-00945;CLT-0714;0001;corrente;sem info;2021-01-25;Ativa;R$ 500,00
CT-00016;clt-0777;0102;CORRENTE;R$ 63.924,08;2022-05-24;Ativa;R$ 5.000,00
CT-00873;CLT-0574;0102;Salário;(74.810,36);2019-12-27;Encerrada;R$ 500,00
CT-00573;CLT-0355;0521;SALÁRIO;R$ 1396.03;13/07/2020;Bloqueada;R$ 2500.00
CT-00243;CLT-0749;0347;Corrente;60.925,86;15/03/2025;bloqueada;R$ 2.500,00
CT-00554;CLT-0331;0001;Salário;59.756,57;2021-03-16;bloqueada;500.00
CT-00375;CLT-0118;0347;corrente;81607.90;2025-12-06;Ativa;500,00
CT-00606;CLT-0476;0521;PP;66.265,88;01/01/23;Ativa;5000.00
CT-00181;CLT-0477;0347;PP;42533.93;03/09/2023;;5.000,00
CT-00678;CLT-0473;0001;Corrente;R$ 39.138,42;2019-04-11;Ativa;10000.00
CT-00033;CLT-0542;0102;POUPANCA;48.283,14;2017-12-23;ATIVA;R$ 10.000,00
CT-00104;CLT-0355;0521;poupança;20860,76;2024-04-07;Ativa;R$ 10000.00
CT-00335;CLT-0537;0102;Poupança;R$ 66802.56;2025-11-20;ativa;10.000,00
CT-00828;CLT-0190;0347;corrente;(14.220,23);2016-07-27;Ativa;5000,00
CT-00758;CLT-0207;1200;Corrente;32056.92;21/11/2021;Ativa;2500,00
CT-00209;CLT-0451;0001;SALÁRIO;5336.93;16-01-2025;Ativa;-
CT-00455;CLT-0205;0521;corrente;R$ 12058.35;24/08/2019;Ativa;2500.00
CT-00264;CLT-0712;1200;corrente;R$ 66.366,57;24/05/2018;ATIVA;500,00
CT-00912;CLT-0566;0001;Corrente;58.041,68;28/03/2019;bloqueada;0.00
CT-00029;CLT-0110;0347;Corrente;R$ 1.202,21;08/12/2024;ativa;R$ 10.000,00
CT-00591;CLT-0331;0102;POUPANCA;64236,27;07/03/2020;Ativa;R$ 10.000,00
CT-00699;CLT-0732;0521;Poupança;R$ 27.179,90;2019-04-21;;1.000,00
CT-00685;CLT-0107;0521;Corrente;56809,67;06-11-2015;ATIVA;R$ 10.000,00
CT-00095;CLT-0435;0001;Poupança;63955.22;2019-09-14;Ativa;R$ 0,00
CT-00526;CLT-0646;0347;poupança;R$ 73.992,51;02-08-2019;Encerrada;R$ 2.500,00
CT-00197;CLT-0590;0102;poupança;R$ 53.399,75;08-10-2019;Ativa;R$ 500.00
CT-00492;CLT-0715;0521;CC;R$ 3.545,20;15/06/2022;Ativa;N/A
CT-00605;CLT-0198;0102;CC;3732.88;03/08/23;Encerrada;5000,00
CT-00734;CLT-0061;1200;Corrente;80344.46;10/11/2024;Ativa;500.00
CT-00111;CLT-0108;0102;CC;R$ 22.736,08;02-07-2023;Ativa;0,00
CT-00662;CLT-0499;1200;corrente;48107,32;12-12-2022;Ativa;1.000,00
CT-00135;CLT-0161;0347;Poupança;13248.92;06/11/2015;Ativa;R$ 500,00
CT-00309;CLT-0399;0001;POUPANÇA;51.092,28;08/07/23;ativa;R$ 500.00
CT-00763;CLT-0129;0001;poupanca;65.252,66;13-03-2022;Encerrada;10.000,00
CT-00885;CLT-0631;1200;Corrente;58.651,97;2016-01-19;ativa;2.500,00
CT-00102;CLT-0786;0034;Corrente;R$ 29.148,50;2019-02-05;Ativa;10.000,00
CT-00149;CLT-0254;0102;corrente;R$ 61337.54;02/06/2019;Bloqueada;R$ 2.500,00
CT-00186;CLT-0872;1200;corrente;R$ 78100.43;05-08-2021;ativa;2.500,00
CT-00902;CLT-0281;0102;Corrente;R$ 13.754,44;2020-12-19;Bloqueada;5000.00
CT-00280;CLT-0128 ;0102;corrente;67570,36;09-02-2026;Ativa;0.00
CT-00726;CLT-0279;0001;CORRENTE;20.852,96;2018-11-30;ATIVA;R$ 10000.00
CT-00279;CLT-0402;0034;Poupança;83926.67;15-02-2016;ATIVA;R$ 5000.00
CT-00481;CLT-0379;1200;Poupança;R$ 1.911,25;27/05/2022;ATIVA;10000,00
CT-00480;CLT-0667;0034;CC;R$ 56.670,48;2015-10-12;ATIVA;500,00
CT-00510;clt-0544;0521;CORRENTE;72.312,75;04/01/2025;encerrada;2500,00
CT-00123;CLT-0451;0001;poupanca;R$ 6.613,37;18/11/2019;ativa;0.00
CT-00781;CLT-0870;1200;Poupança;69376,61;03/03/2024;Bloqueada;5000.00
CT-00441;CLT-0729;0034;Corrente;23.960,62;24/06/2019;ATIVA;1000.00
CT-00160;CLT-0545;0347;Corrente;R$ 10.929,47;05/04/25;Ativa;1.000,00
CT-00429;CLT-0158;0034;CORRENTE;8.632,69;15/12/22;Ativa;10000.00
CT-00772;CLT-0801;0102;PP;44844,69;27/07/2020;ativa;2.500,00
CT-00622;CLT-0119;0347;Salário;R$ 72.565,85;02-01-2025;Encerrada;R$ 5000.00
CT-00863;CLT-0310;0347;c/c;59.387,93;11/08/20;ATIVA;5.000,00
CT-00827;CLT-0597;0102;poupança;27.280,23;25/10/2025;ativa;R$ 1.000,00
CT-00258;CLT-0381;0521;Poupança;8757.68;11-02-2025;Ativa;1.000,00
CT-00836;CLT-0082;0521;Corrente;70939.60;01/09/21;Ativa;R$ 0,00
CT-00202;CLT-0763;0347;corrente;R$ 4.801,11;24-03-2024;Encerrada;-
CT-00926;CLT-0490;0521;corrente;R$ 46794.29;2025-02-02;Ativa;1.000,00
CT-00871;clt-0491;0001;Corrente;23.005,14;12/09/2016;Ativa;5000.00
CT-00850;CLT-0659;0347;SALÁRIO;82126.62;19/04/16;Ativa;R$ 5000.00
CT-00683;CLT-0769;0034;Poupança;28036,57;2016-06-10;Ativa;2.500,00
CT-00462;CLT-0741;1200;corrente;75.098,17;2019-07-29;Ativa;10.000,00
CT-00241;CLT-0194;0034;corrente;3271,21;16-jul-2019;Ativa;10000,00
CT-00297;clt-0557;1200;Conta Salário;62.161,24;28-09-2023;Ativa;R$ 10000.00
CT-00107;CLT-0024;0102;Corrente;R$ 34.113,37;28-09-2021;Ativa;R$ 2.500,00
CT-00703;CLT-0016;0034;POUPANÇA;83306,56;2019-08-20;ativa;R$ 500,00
CT-00356;CLT-0023;0034;salario;76750,29;05/05/2026;Encerrada;10000.00
CT-00824;CLT-0346;1200;PP;R$ 72907.28;24-fev-2017;encerrada;R$ 1.000,00
CT-00821;clt-0850;0102;Salário;R$ 8775.27;2024-06-27;ativa;R$ 10.000,00
CT-00586;CLT-0667;0347;Poupança;59982.29;06/06/2019;ATIVA;R$ 500,00
CT-00314;CLT-0563 ;0521;c/c;57005,71;30/01/2015;encerrada;500,00
CT-00282;CLT-0036;0034;CORRENTE;R$ 63.849,18;06-01-2024;ATIVA;500,00
CT-00860;CLT-0003;0001;POUPANÇA;R$ 71.619,11;2015-07-21;Encerrada;1.000,00
CT-00203;CLT-0194;0347;Corrente;-1122.71;31/07/2022;Ativa;R$ 0,00
CT-00142;CLT-0770;0034;corrente;R$ 83.104,50;2025-02-03;Ativa;R$ 1.000,00
CT-00189;CLT-0150;0347;CC;R$ 40.186,14;2018-09-18;Encerrada;0.00
CT-00759;CLT-0622;0347;CORRENTE;R$ 82.987,97;07-01-2026;Ativa;500.00
CT-00063;CLT-0550;1200;CC;R$ 48.180,85;06/07/2016;Ativa;500,00
CT-00842;clt-0334;0347;corrente;27929.26;01/09/2016;ATIVA;0,00
CT-00883;CLT-0792;0521;c/c;42251.22;09/02/2025;encerrada;1000.00
CT-00600;CLT-0651;0034;POUPANÇA;51900.15;2023-08-19;ativa;500,00
CT-00423;clt-0490;0347;POUPANCA;R$ 31.137,36;24-10-2022;Ativa;10000,00
CT-00389;CLT-0670;0347;poupança;39186.68;09/03/23;Ativa;R$ 2500.00
CT-00612;CLT-0691;0034;Poupança;170.31;2015-06-05;Ativa;R$ 5.000,00
CT-00951;CLT-0686;1200;poupança;R$ 54.242,96;31-12-2015;Ativa;R$ 1.000,00
CT-00809;CLT-0685;0034;PP;24.799,14;06/07/2020;ativa;10.000,00
CT-00771;CLT-0426;0034;CORRENTE;19.350,95;29/05/2019;ATIVA;1.000,00
CT-00890;CLT-0454;0102;corrente;26723.47;2018-05-24;Ativa;R$ 0.00
CT-00635;CLT-0735;0347;corrente;47.282,09;23/04/22;ATIVA;500,00
CT-00364;CLT-0261;1200;POUPANCA;81.959,54;26/09/2015;ATIVA;500,00
CT-00370;CLT-0169;0001;Poupança;6.233,16;05-02-2020;Ativa;500,00
CT-00665;CLT-0481;0521;Salário;3.137,32;22/02/2016;Ativa;10000.00
CT-00431;CLT-0285;0102;c/c;19.591,46;20-11-2020;Ativa;R$ 1.000,00
CT-00756;CLT-0712 ;0347;Corrente;R$ 74477.42;06/11/2025;ativa;R$ 0,00
CT-00470;CLT-0101;1200;Poupança;451,61;2019-10-13;Ativa;R$ 10.000,00
CT-00388;CLT-0149;1200;Corrente;20.160,46;30/03/16;ativa;R$ 5.000,00
CT-00065;CLT-0638;0102;poupança;R$ 18974.24;11/04/26;Ativa;R$ 0,00
CT-00349;CLT-0090;0102;poupança;R$ 29.282,77;03/07/2022;encerrada;500,00
CT-00521;CLT-0522;0001;Corrente;R$ 16.378,90;04/03/2018;ativa;R$ 2.500,00
CT-00950;CLT-0647;0001;POUPANÇA;2373,02;2023-08-25;ativa;10000.00
CT-00712;CLT-0801;0034;Salário;R$ 53.555,56;2024-11-30;encerrada;10000.00
CT-00595;CLT-0178;0102;corrente;R$ 8.974,27;15-jul-2025;Ativa;R$ 0.00
CT-00444;CLT-0690;0347;Poupança;30.754,90;01-12-2018;bloqueada;1000,00
CT-00223;CLT-0267;0347;Poupança;R$ 19461.98;12/08/23;Ativa;R$ 1.000,00
CT-00421;CLT-0479;0001;Corrente;-1.294,49;05/12/2016;ativa;1000.00
CT-00864;CLT-0197;0347;corrente;R$ 3.046,70;17/03/2024;Ativa;R$ 10.000,00
CT-00056;CLT-0360;0347;corrente;75.555,14;2017-07-05;Ativa;5.000,00
CT-00374;CLT-0780;1200;corrente;R$ 73.897,01;11-mai-2022;ativa;R$ 5.000,00
CT-00923;CLT-0581;1200;Corrente;78.803,12;21-06-2020;Encerrada;-
CT-00410;CLT-0528;0102;CORRENTE;55.017,83;02-04-2015;Ativa;0.00
CT-00936;CLT-0129;0347;poupança;R$ 53551.43;11/02/2026;Ativa;R$ 1.000,00
CT-00551;CLT-0424;0001;SALÁRIO;R$ 32.199,66;23-12-2017;encerrada;R$ 500.00
CT-00090;CLT-0515;0521;corrente;R$ 74.807,97;06/07/2017;ativa;0,00
CT-00727;CLT-0203;0102;c/c;R$ 24.687,38;15/01/2025;Ativa;R$ 2.500,00
CT-00597;CLT-0359;0521;Corrente;20708,36;2015-06-14;ativa;R$ 10.000,00
CT-00122;clt-0261;0521;Poupança;R$ 14.835,11;29/12/2019;Ativa;10000.00
CT-00588;CLT-0001;0102;Corrente;R$ 83140.25;16-11-2021;Ativa;R$ 2.500,00
CT-00755;CLT-0180;1200;POUPANÇA;76852.21;2015-04-17;Ativa;10.000,00
CT-00198;CLT-0543;0102;CC;R$ 7.451,60;2024-10-06;ativa;0,00
CT-00159;CLT-0264;0001;CORRENTE;;27/05/2026;Ativa;0,00
CT-00465;CLT-0093;0347;Corrente;79.533,29;27/10/2020;Ativa;0,00
CT-00004;CLT-0244;0347;Corrente;36.725,15;10/01/25;Encerrada;5000,00
CT-00675;CLT-0752;0347;CORRENTE;-875.95;2018-03-11;Ativa;0,00
CT-00910;CLT-0369;0034;CORRENTE;82915.65;03/11/2020;Ativa;N/A
CT-00218;CLT-0223;0034;Corrente;60202,65;28/01/21;bloqueada;R$ 500,00
CT-00879;CLT-0571;0034;Corrente;R$ 79.653,67;17/02/2025;Ativa;0.00
CT-00525;CLT-0194;0347;poupança;R$ 74.949,69;2020-06-08;ATIVA;R$ 2.500,00
CT-00096;CLT-0681;0347;Corrente;R$ 33.493,87;16/01/2015;Ativa;R$ 10.000,00
CT-00697;CLT-0847;0347;poupança;59.266,06;25-01-2023;ATIVA;R$ 1.000,00
CT-00068;CLT-0874;0102;Corrente;R$ 31014.68;2020-10-24;ativa;0.00
CT-00491;CLT-0381;0347;POUPANCA;(16.431,92);2024-03-20;Encerrada;R$ 2.500,00
CT-00313;CLT-0589;0521;CORRENTE;R$ 67.468,56;27/12/2018;Encerrada;500,00
CT-00762;CLT-0155;0034;corrente;R$ 53.713,66;29-02-2020;ativa;5000.00
CT-00876;CLT-0445;1200;Corrente;21584.62;2020-12-06;ativa;R$ 2.500,00
CT-00416;CLT-0534;0001;PP;7268.42;2019-12-30;Ativa;R$ 2.500,00
CT-00589;CLT-0690;0347;Salário;R$ 75.266,89;02/05/2015;Ativa;1000.00
CT-00657;CLT-0372;0521;Corrente;8.487,84;12/05/2018;Ativa;0,00
CT-00153;CLT-0865;0347;Poupança;R$ 60.357,78;03/03/25;Encerrada;R$ 2.500,00
CT-00332;clt-0415;0034;poupança;46.522,69;20-05-2016;Ativa;R$ 1.000,00
CT-00476;CLT-0400;0001;poupança;R$ 53.071,78;2017-01-10;bloqueada;sem info
CT-00350;CLT-0784;0102;poupança;52136.08;08-05-2024;Ativa;R$ 2.500,00
CT-00754;CLT-0445;1200;CORRENTE;27381,14;16/07/2019;Ativa;1.000,00
CT-00868;CLT-0325;0521;Corrente;61.816,66;2019-11-26;Ativa;R$ 1.000,00
CT-00739;CLT-0553;0521;corrente;66206,09;2022-08-18;ativa;10000,00
CT-00833;CLT-0231;0034;Salário;2632,52;24/09/2025;Encerrada;500,00
CT-00437;CLT-0401;0347;corrente;40262.38;16/07/2025;Ativa;R$ 500,00
CT-00436;CLT-0136;0102;Poupança;29.681,72;2018-11-09;Ativa;R$ 2.500,00
CT-00596;CLT-0185;1200;POUPANÇA;47635.42;08/11/2020;Encerrada;R$ 10000.00
CT-00205;CLT-0458 ;0034;corrente;(1.832,22);2015-07-14;ativa;R$ 2.500,00
CT-00231;CLT-0378;0034;Corrente;R$ 65.039,57;25-ago-2022;Ativa;2500.00
CT-00109;CLT-0805;0102;poupança;65109.31;05-05-2016;Ativa;10000.00
CT-00333;CLT-0209;0521;Salário;69388.29;21/02/2017;Ativa;
CT-00803;CLT-0345;0521;CORRENTE;R$ 30.253,85;11/01/2017;Ativa;2.500,00
CT-00608;CLT-0508;0347;CORRENTE;52948.48;2021-06-08;ativa;2500.00
CT-00854;CLT-0442;0001;Corrente;R$ 3.408,83;04/05/2023;Ativa;500,00
CT-00304;CLT-0052;0521;Corrente;47.954,23;29/06/2021;Ativa;R$ 10.000,00
CT-00794;CLT-0369;0102;Corrente;sem info;2026-03-27;Encerrada;500.00
CT-00178;CLT-0494;0347;Corrente;R$ 955,58;2019-10-01;Ativa;R$ 500,00
CT-00409;CLT-0783;0347;Poupança;R$ 58.886,49;20/07/2020;encerrada;2.500,00
CT-00560;CLT-0638;1200;CORRENTE;R$ 28.899,92;2015-01-27;Ativa;R$ 10000.00
CT-00005;CLT-0154;1200;CORRENTE;6.685,57;19-03-2019;Ativa;500,00
CT-00433;CLT-0261;0102;Corrente;R$ 45.413,34;11/09/2018;Ativa;500,00
CT-00071;CLT-0691;0347;CORRENTE;R$ 83295.84;2022-03-02;Ativa;2500.00
CT-00145;CLT-0163;0034;Corrente;R$ 31.571,82;09/02/2015;Ativa;1.000,00
CT-00800;CLT-0259;0001;Poupança;R$ 80.493,27;2023-10-08;ATIVA;0.00
CT-00720;CLT-0481;0347;Poupança;R$ 67733.06;2025-09-21;Ativa;1000.00
CT-00835;CLT-0412;0347;CORRENTE;R$ 54.421,00;21/03/2020;Ativa;10000.00
CT-00347;clt-0510;0034;Salário;32366.80;14/04/2019;Ativa;10.000,00
CT-00405;CLT-0075;0521;CORRENTE;42.925,61;15/12/2019;encerrada;500,00
CT-00682;CLT-0733;0001;Corrente;62.289,07;26/12/2024;Bloqueada;2.500,00
CT-00722;CLT-0402;0347;Salário;67445.09;19/10/2021;ATIVA;1.000,00
CT-00771;CLT-0426;0034;CORRENTE;19.350,95;29/05/2019;ATIVA;1.000,00
CT-00892;CLT-0186;0347;CORRENTE;65.941,43;2025-08-03;Ativa;10000.00
CT-00371;CLT-0406;1200;Corrente;(68.491,84);2021-05-26;ativa;10000.00
CT-00260;CLT-0726;0001;CC;68.699,07;14/09/2017;Ativa;1.000,00
CT-00454;CLT-0602;0001;CC;30.291,46;14/11/2016;Ativa;R$ 0,00
CT-00581;CLT-0841;0034;corrente;78683.94;10-01-2018;ATIVA;5000.00
CT-00920;CLT-0747;1200;Corrente;10.835,39;2026-04-04;Ativa;R$ 2.500,00
CT-00893;CLT-0120;0102;Poupança;45934,46;08/03/15;Ativa;R$ 1.000,00
CT-00193;CLT-0672;0034;Corrente;62.355,14;2019-07-25;Ativa;2500.00
CT-00593;CLT-0511;0347;corrente;R$ 76.078,99;22/02/21;ativa;R$ 2.500,00
CT-00886;CLT-0262;0521;CORRENTE;7.250,41;27/11/2016;Ativa;R$ 2.500,00
CT-00634;CLT-0372;0001;Salário;R$ 29.141,39;19/05/2025;ATIVA;500,00
CT-00402;CLT-0770;0034;CORRENTE;R$ 23.578,40;2024-11-23;Ativa;5.000,00
CT-00099;CLT-0449;0521;corrente;8.769,36;2020-01-03;ATIVA;10000.00
CT-00796;CLT-0521;0034;corrente;30039.29;26/10/2025;Ativa;R$ 5000.00
CT-00052;CLT-0615;1200;Corrente;25.319,30;07-jul-2017;Encerrada;R$ 500,00
CT-00328;CLT-0412;0102;SALÁRIO;R$ 62.759,10;2024-08-17;ativa;1000,00
CT-00150;CLT-0391;0001;Corrente;28.806,40;16/04/2022;Ativa;1000,00
CT-00244;CLT-0387;1200;Poupança;76207.51;10/08/2020;Encerrada;10000.00
