ID TRANSACAO,id conta,Data/Hora,Tipo Transação,VALOR,Canal,Descrição
TRX001596,CT-00223,2026-01-04,ted,"R$ 188,66",ATM,TRANSF ENTRE CONTAS
TRX000441,CT-00545,14/07/2026,pagto,"R$ 192,11",caixa eletronico,PIX QR CODE
TRX001514,CT-00557,2026-03-14 23:49,deposito,256.76,Internet Banking,FOLHA PAGAMENTO
TRX001630,CT-00639,15/11/2025 19:41,pagto,"R$ 287,89",ATM,AMAZON MKTPLACE
TRX000140,CT-00200,23/06/2026 20:28,debito cartao,N/A,IB,AMAZON MKTPLACE
TRX001423,CT-00524,04/11/2025,debito cartao,-203.84,internet banking,UBER *TRIP
TRX001453,CT-00336,09/01/2026 20:51,saque,14584.90,Caixa Eletrônico,IFOOD *IFOOD
TRX001169,CT-00854,2026-03-03,TED,"-87,93",Caixa Eletrônico,FOLHA PAGAMENTO
TRX002069,CT-00868,03/05/26,Compra Débito,"208,85",App,IFOOD *IFOOD
TRX000163,CT-00888,11/06/2026,ted,81.22,Aplicativo,TARIFA PACOTE SERVICOS
TRX000350,CT-00004,2026-01-18 17:37,Boleto,"-78.248,30",app,  PADARIA DO ZE  
TRX001128,CT-00661,30-11-2025 01:48,BOLETO,"199,62",APP,PAG*MercadoLivre
TRX001525,CT-00286,14/01/26 07:38,Compra Débito,"1.651,80",Internet Banking,SUPERMERCADO BOM PRECO
TRX001487,CT-00851,14/06/2026,ted,-425.29,app,  PADARIA DO ZE  
TRX002070,CT-00476,04/08/2025,DOC,"R$ 150,29",agencia,
TRX000433,CT-00819,13/11/2025,Compra Débito,"512,69",agencia,
TRX001087,CT-00790,01-12-2025,Compra Débito,1522.63,App,NETFLIX.COM
TRX002034,CT-00890,23-08-2025,boleto,"R$ 778,56",IB,SUPERMERCADO BOM PRECO
TRX001018,CT-00320,2025-12-20,Boleto,"-289,63",App,PIX QR CODE
TRX001179,CT-00745,24/04/2026 22:05,TED,N/A,App,
TRX001679,CT-00887,10/08/2025 13:40,Saque,R$ 21.19,,FARMACIA SAO JOAO
TRX000655,CT-00693,21/09/2025,TED,"-291,96",internet banking,FOLHA PAGAMENTO
TRX000169,CT-00270,2026-01-05,boleto,R$ 32668.42,app,
TRX000047,CT-00957,24/09/25 11:17,Depósito,"R$ 233,40",Agência,PAG*MercadoLivre
TRX001980,CT-00617,23/06/2026,Pix,"R$ 1.156,82",caixa eletronico,IFOOD *IFOOD
TRX001346,CT-00496,05/04/2026 00:44,DOC,"-90,81",agencia,  PADARIA DO ZE  
TRX000767,CT-00439,07/04/2026,deposito,"R$ 223,44",ATM,TARIFA PACOTE SERVICOS
TRX000631,CT-00207,29/06/26,boleto,,agencia,FOLHA PAGAMENTO
TRX001741,CT-00090,08/08/2026,pix,"87,49",AGENCIA,SUPERMERCADO BOM PRECO
TRX001314,CT-00042,2026-04-10 10:29,BOLETO,"-4.589,80",IB,
TRX000540,CT-00953,2026-04-24,Saque,-216.40,,NETFLIX.COM
TRX000377,CT-00440,09/05/2026 17:54,boleto,N/A,App,FOLHA PAGAMENTO
TRX001714,CT-00783,2026-03-28,Débito Cartão,"-487,23",App,IFOOD *IFOOD
TRX001374,CT-00467,20/09/2025,debito cartao,15.63,internet banking,FARMACIA SAO JOAO
TRX000027,CT-00128,10/12/2025,TED,"12.779,22",App,AMAZON MKTPLACE
TRX000436,CT-00953,03/11/2025,saque,"R$ 10,43",agencia,TARIFA PACOTE SERVICOS
TRX001682,CT-00362,02/06/2026,saque,"-1.092,30",Agência,SUPERMERCADO BOM PRECO
TRX001675,CT-00606,07/04/2026 18:39,BOLETO,"R$ 23,12",AGENCIA,UBER *TRIP
TRX001313,CT-00112,21/05/26,Boleto,"183,12",Agência,  PADARIA DO ZE  
TRX000159,CT-00862,22/10/2025 12:46,pagto,"-91,63",Caixa Eletrônico,UBER *TRIP
TRX001794,CT-00409,2025-11-02 10:09,Boleto,"R$ 293,89",internet banking,
TRX001698,CT-00268,27/08/2025 10:00,Pix,"R$ 149,84",Aplicativo,POSTO SHELL BR
TRX000942,CT-00719,17/12/2025 18:48,Pagamento,"-282,20",App,NETFLIX.COM
TRX001082,CT-00175,24/01/26 06:52,Saque,"-722,36",Internet Banking,UBER *TRIP
TRX001643,CT-00206,2025-12-19 22:05,Depósito,"R$ 189,48",agencia,PIX QR CODE
TRX000638,CT-00446,2026-03-27,pix,"-977,93",app,TRANSF ENTRE CONTAS
TRX000265,CT-00597,08/11/2025,Saque,"312,94",APP,IFOOD *IFOOD
TRX001390,CT-00024,14-07-2026,saque,"-288,87",agencia,TRANSF ENTRE CONTAS
TRX001234,CT-00035,2026-07-01,debito cartao,75.44,caixa eletronico,PAG*MercadoLivre
TRX001731,CT-00164,2026-08-11,DOC,"R$ 231,54",Internet Banking,FOLHA PAGAMENTO
TRX000982,CT-00086,13/08/2026,Saque,-615.58,AGENCIA,FARMACIA SAO JOAO
TRX001515,CT-00517,21/08/2025 04:39,Compra Débito,"-2.129,17",agencia,NETFLIX.COM
TRX001189,CT-01015,08/06/2026 14:41,Saque,"R$ 266,52",internet banking,  PADARIA DO ZE  
TRX000908,CT-00094,02/12/25,PIX,"R$ 211,78",agencia,RENDIMENTO POUPANCA
TRX000169,CT-00270,2026-01-05,boleto,R$ 32668.42,app,
TRX000004,CT-00867,18/04/2026 09:31,Depósito,R$ 9223.34,AGENCIA,NETFLIX.COM
TRX001139,CT-00400,2026-06-19 13:42,Pagamento,11953.27,caixa eletronico,FARMACIA SAO JOAO
TRX001224,CT-00814,31/01/2026,Pix,"-557,18",Internet Banking,NETFLIX.COM
TRX000107,CT-00776,12/08/2026,DEPOSITO,"R$ 56,63",,NETFLIX.COM
TRX001456,CT-00539,2026-05-06,boleto,"-3.230,35",Caixa Eletrônico,RENDIMENTO POUPANCA
TRX000676,CT-00506,08/02/2026 22:22,Débito Cartão,"-900,81",internet banking,  PADARIA DO ZE  
TRX001813,CT-00650,2025-12-04,boleto,-104.22,AGENCIA,UBER *TRIP
TRX001743,CT-00429,03-08-2025,PIX,"282,21",IB,PAG*MercadoLivre
TRX001942,CT-00379,2026-03-11 04:17,deposito,"274,67",Aplicativo,SUPERMERCADO BOM PRECO
TRX001985,CT-00375,13/08/2025 04:45,PIX,"-166,12",APP,UBER *TRIP
TRX001693,CT-00316,20-09-2025 20:33,deposito,"R$ 213,36",App,UBER *TRIP
TRX001558,CT-00159,19/03/2026,BOLETO,"R$ 63.185,59",,  PADARIA DO ZE  
TRX001583,CT-00948,12/08/26,BOLETO,-6681.88,Internet Banking,PIX QR CODE
TRX000564,CT-00343,2026-03-18,Saque,"R$ 11.164,39",agencia,RENDIMENTO POUPANCA
TRX000021,CT-00343,2025-11-13,Pagamento,11150.71,internet banking,FARMACIA SAO JOAO
TRX000795,CT-00302,2026-04-29 19:19,Pix,"-1.436,20",APP,SUPERMERCADO BOM PRECO
TRX001317,CT-00330,2026-01-27 12:36,saque,R$ 295.31,internet banking,RENDIMENTO POUPANCA
TRX000998,CT-00220,24/03/2026,Débito Cartão,"18,87",Aplicativo,AMAZON MKTPLACE
TRX000101,CT-00740,10/10/2025,TED,"212,58",,FARMACIA SAO JOAO
TRX001492,CT-00048,12-01-2026 23:54,PIX,211.18,Agência,UBER *TRIP
TRX001769,CT-00956,15/11/2025 21:32,Pix,"207,74",caixa eletronico,IFOOD *IFOOD
TRX001422,CT-00626,17/06/26 20:18,Boleto,"R$ 269,72",agencia,NETFLIX.COM
TRX000279,CT-00909,12/08/2025 19:52,BOLETO,"R$ 174,32",Caixa Eletrônico,  PADARIA DO ZE  
TRX001058,CT-00955,14/04/2026,DEPOSITO,52.49,IB,RENDIMENTO POUPANCA
TRX002035,CT-00634,2025-12-13,Pix,"R$ 88,30",App,POSTO SHELL BR
TRX000637,CT-00831,10-08-2026,saque,"R$ 751,08",Internet Banking,TARIFA PACOTE SERVICOS
TRX000796,CT-00938,21/04/2026 05:58,pix,"-237,89",IB,FOLHA PAGAMENTO
TRX000216,CT-00037,20/03/2026 05:56,Compra Débito,R$ 6379.07,Internet Banking,PAG*MercadoLivre
TRX001471,CT-00920,22/10/25 17:18,Débito Cartão,"-223,39",Agência,PIX QR CODE
TRX000547,CT-00309,2026-05-23 03:15,TED,"R$ 277,01",agencia,RENDIMENTO POUPANCA
TRX001233,CT-00019,28/11/2025,ted,"-256,62",App,FOLHA PAGAMENTO
TRX001883,CT-00554,12/08/2025,Boleto,"-1.036,43",agencia,FOLHA PAGAMENTO
TRX001799,CT-00560,19/10/25 06:44,Pix,"1.413,62",AGENCIA,
TRX000886,CT-00953,19/04/2026,Débito Cartão,-1017.26,internet banking,FARMACIA SAO JOAO
TRX000372,CT-00143,21/10/2025 10:08,Pagamento,"27.996,85",internet banking,  PADARIA DO ZE  
TRX001597,CT-00444,27/01/2026 12:00,Compra Débito,N/A,IB,RENDIMENTO POUPANCA
TRX001887,CT-00839,2026-02-12 20:26,pagto,7005.41,agencia,NETFLIX.COM
TRX001119,CT-00987,14/03/2026,boleto,"R$ 1.236,77",App,
TRX000593,CT-00257,01-04-2026 06:37,Pix,"721,86",app,FOLHA PAGAMENTO
TRX001470,CT-00501,28/02/2026 17:36,BOLETO,"1.739,62",agencia,RENDIMENTO POUPANCA
TRX001347,CT-00155,02/10/25,DEPOSITO,278.36,ATM,FOLHA PAGAMENTO
TRX001041,CT-00105,26/09/2025 03:37,pagto,R$ 79.18,AGENCIA,FARMACIA SAO JOAO
TRX001384,CT-00344,07/08/2025,DEPOSITO,"14156,31",APP,FOLHA PAGAMENTO
TRX002078,CT-00666,15-02-2026,DEPOSITO,0,ATM,PAG*MercadoLivre
TRX001486,CT-00366,20/09/2025 20:38,PIX,"9.321,07",Agência,NETFLIX.COM
TRX000736,CT-00590,2025-11-25 13:46,Pix,"-286,17",APP,NETFLIX.COM
TRX001071,CT-00933,31/03/2026,Saque,-12551.51,agencia,TRANSF ENTRE CONTAS
TRX001187,CT-00903,10/07/2026 09:42,saque,"-43.600,97",app,RENDIMENTO POUPANCA
TRX000097,CT-00162,2025-10-02,TED,"R$ 96,88",agencia,FOLHA PAGAMENTO
TRX002019,CT-00253,13-02-2026 09:36,BOLETO,"R$ 130,90",APP,SUPERMERCADO BOM PRECO
TRX002059,CT-00231,03/10/2025,Depósito,"R$ 226,33",App,
TRX000919,CT-00524,09/09/2025,DOC,"R$ 58,22",IB,FOLHA PAGAMENTO
TRX001322,CT-00775,18/10/2025,TED,N/A,App,TRANSF ENTRE CONTAS
TRX000850,CT-00004,09/02/2026 21:21,BOLETO,"R$ 24.227,22",ATM,FOLHA PAGAMENTO
TRX000491,CT-00430,09/12/2025,DOC,"R$ 43,51",,PIX QR CODE
TRX001462,CT-00270,2025-10-29 05:43,Boleto,"R$ 6.500,22",Agência,TRANSF ENTRE CONTAS
TRX000864,CT-00025,26-09-2025 07:54,DOC,"371,78",agencia,FOLHA PAGAMENTO
TRX001093,CT-00439,19/01/2026,debito cartao,R$ 43.83,APP,FARMACIA SAO JOAO
TRX000685,CT-00273,2025-08-15,deposito,"R$ 20.794,95",app,TRANSF ENTRE CONTAS
TRX000596,CT-00301,2026-06-09,DEPOSITO,R$ 88.08,AGENCIA,RENDIMENTO POUPANCA
TRX001978,CT-00318,16/08/2025,Depósito,"180,68",Caixa Eletrônico,NETFLIX.COM
TRX000734,CT-00828,09/11/2025 01:56,saque,"286,83",caixa eletronico,POSTO SHELL BR
TRX001336,CT-00808,2026-03-30 08:15,BOLETO,689.53,app,TARIFA PACOTE SERVICOS
TRX001433,CT-00427,01/02/2026 10:27,BOLETO,"-210,81",internet banking,UBER *TRIP
TRX000598,CT-00745,13/05/2026,Depósito,"284,63",APP,POSTO SHELL BR
TRX000865,CT-00247,16-jul-2026,saque,43894.08,caixa eletronico,SUPERMERCADO BOM PRECO
TRX000119,CT-00131,20-11-2025 06:19,BOLETO,"76063,09",ATM,RENDIMENTO POUPANCA
TRX001810,CT-00701,04/08/2025 08:24,Saque,R$ 1363.69,internet banking,  PADARIA DO ZE  
TRX001762,CT-00715,2026-06-26,pix,74374.99,caixa eletronico,FOLHA PAGAMENTO
TRX000381,CT-00257,2026-06-29,Saque,,App,TRANSF ENTRE CONTAS
TRX001117,CT-00399,16/03/26,deposito,102.32,App,POSTO SHELL BR
TRX001283,CT-00766,10/03/2026,BOLETO,"1.148,91",Internet Banking,NETFLIX.COM
TRX001188,CT-00058,18/04/2026 11:52,BOLETO,R$ 23.21,APP,UBER *TRIP
TRX000718,CT-00111,12/12/2025 20:32,DOC,-108.60,AGENCIA,FOLHA PAGAMENTO
TRX000150,CT-00503,08/10/2025,Pagamento,"R$ 243,44",App,NETFLIX.COM
TRX000446,CT-00080,26/05/2026 17:33,TED,"R$ 100,36",Agência,RENDIMENTO POUPANCA
TRX000806,CT-00681,30/05/2026,deposito,4073.55,Internet Banking,TARIFA PACOTE SERVICOS
TRX000069,CT-00762,11/08/2025,boleto,"R$ 6.913,06",ATM,PIX QR CODE
TRX001011,CT-00821,02/05/2026,TED,"179,19",agencia,  PADARIA DO ZE  
TRX000680,CT-00650,31/10/25,Saque,0,App,SUPERMERCADO BOM PRECO
TRX000036,CT-00448,14-03-2026,Boleto,"212,36",Agência,AMAZON MKTPLACE
TRX000155,CT-00359,2025-10-12 07:23,DEPOSITO,"R$ 1.212,13",Internet Banking,PIX QR CODE
TRX000073,CT-00647,02-01-2026,PIX,"R$ 3.896,10",agencia,POSTO SHELL BR
TRX001581,CT-00626,10/07/2026,DEPOSITO,"R$ 159,05",ATM,UBER *TRIP
TRX000587,CT-00484,2026-05-24 07:34,ted,"R$ 77.960,01",,PIX QR CODE
TRX000098,CT-00146,2026-05-11,DEPOSITO,"R$ 268,03",APP,IFOOD *IFOOD
TRX000479,CT-00044,16-04-2026,saque,"R$ 36,21",app,POSTO SHELL BR
TRX001075,CT-00895,2026-03-25,pagto,"-3032,74",APP,TRANSF ENTRE CONTAS
TRX000899,CT-00519,15/08/2026,boleto,"-864,08",Agência,SUPERMERCADO BOM PRECO
TRX000799,CT-00168,30/11/25 07:42,Compra Débito,-62.65,IB,POSTO SHELL BR
TRX001735,CT-00663,06/05/2026 16:35,deposito,"1.997,66",App,NETFLIX.COM
TRX000005,CT-00921,27/08/2025,DEPOSITO,R$ 200.89,ATM,TARIFA PACOTE SERVICOS
TRX001290,CT-00743,08/11/2025,debito cartao,"R$ 8.131,10",caixa eletronico,TARIFA PACOTE SERVICOS
TRX001582,CT-00007,16/11/2025,Depósito,"90,64",agencia,IFOOD *IFOOD
TRX000819,CT-00892,21-07-2026,BOLETO,"-288,53",internet banking,FARMACIA SAO JOAO
TRX001947,CT-00737,10/01/2026,pix,"R$ 263,20",Internet Banking,RENDIMENTO POUPANCA
TRX000535,CT-00461,01/10/2025 18:15,saque,"789,17",internet banking,NETFLIX.COM
TRX001386,CT-00669,11/07/26,PIX,"-263,71",Internet Banking,PIX QR CODE
TRX001185,CT-00801,27/04/26 18:52,saque,"184,65",app,IFOOD *IFOOD
TRX001786,CT-00827,13/07/2026,BOLETO,-119.71,ATM,
TRX000099,CT-00237,27-01-2026 05:21,Compra Débito,"-1.462,96",AGENCIA,PIX QR CODE
TRX001046,CT-00013,2025-11-13,DEPOSITO,"1.770,42",App,SUPERMERCADO BOM PRECO
TRX001005,CT-00168,2025-08-21 01:12,DEPOSITO,"67,85",agencia,PAG*MercadoLivre
TRX000661,CT-00035,06/11/25 15:33,deposito,R$ 268.63,APP,TARIFA PACOTE SERVICOS
TRX000339,CT-00803,15/09/2025 15:28,ted,"9.578,29",Caixa Eletrônico,UBER *TRIP
TRX001118,CT-00841,25-10-2025,boleto,"R$ 459,13",agencia,POSTO SHELL BR
TRX000803,CT-00093,17-09-2025 17:24,Depósito,9324.62,Agência,PIX QR CODE
TRX000321,CT-00515,26/01/2026,Boleto,"R$ 12.124,94",,POSTO SHELL BR
TRX001016,CT-00191,12/11/2025,saque,"R$ 283,58",agencia,FOLHA PAGAMENTO
TRX000991,CT-00495,2026-05-06 18:25,Pagamento,"R$ 628,56",caixa eletronico,PIX QR CODE
TRX000752,CT-00127,26/11/25,debito cartao,"-8.714,41",,UBER *TRIP
TRX000639,CT-00655,15/06/2026 14:35,Boleto,"1.536,54",ATM,UBER *TRIP
TRX000668,CT-00342,09-nov-2025,pix,"R$ 11.368,78",internet banking,
TRX000745,CT-00508,06/10/2025,Débito Cartão,"862,01",ATM,AMAZON MKTPLACE
TRX001787,CT-00159,24/09/2025,Pagamento,"891,36",ATM,RENDIMENTO POUPANCA
TRX001379,CT-00840,2026-06-18 16:56,DEPOSITO,"329,20",App,PAG*MercadoLivre
TRX000146,CT-00663,03/07/2026 00:12,DEPOSITO,"R$ 695,10",internet banking,PIX QR CODE
TRX001013,CT-00186,2026-06-18,saque,"1302,97",Caixa Eletrônico,TRANSF ENTRE CONTAS
TRX002038,CT-00612,22/12/2025 23:55,PIX,R$ 1844.46,,
TRX000301,CT-00679,06/12/2025,pagto,R$ 213.31,App,FOLHA PAGAMENTO
TRX001319,CT-00788,2025-11-23 15:42,Depósito,"R$ 19,81",app,NETFLIX.COM
TRX001615,CT-00620,02-04-2026 13:10,deposito,"44,58",caixa eletronico,SUPERMERCADO BOM PRECO
TRX001573,CT-00363,2026-03-01,DOC,"70,53",Aplicativo,UBER *TRIP
TRX001550,CT-00698,22/10/2025 15:47,PIX,"-499,81",Aplicativo,  PADARIA DO ZE  
TRX000557,CT-00848,19/09/2025,Boleto,"-1.389,00",Aplicativo,FOLHA PAGAMENTO
TRX001551,CT-00012,14-12-2025 06:45,TED,"R$ 36,32",IB,POSTO SHELL BR
TRX000141,CT-00165,2025-11-21 20:48,Boleto,,App,NETFLIX.COM
TRX000681,CT-00021,05/09/2025 01:05,Boleto,-77055.02,app,TARIFA PACOTE SERVICOS
TRX001448,CT-00856,07/04/2026 05:18,Pagamento,"-1861,28",caixa eletronico,FOLHA PAGAMENTO
TRX000726,CT-00395,28/09/25,boleto,"R$ 31,35",IB,IFOOD *IFOOD
TRX001827,CT-00223,05-07-2026,DOC,"-252,66",APP,TARIFA PACOTE SERVICOS
TRX001230,CT-00265,14/02/2026,PIX,R$ 190.15,Internet Banking,IFOOD *IFOOD
TRX000768,CT-00972,15-06-2026 01:19,TED,"195,70",internet banking,TARIFA PACOTE SERVICOS
TRX001962,CT-00480,2025-08-18,DOC,"R$ 626,70",ATM,RENDIMENTO POUPANCA
TRX001302,CT-00782,2026-03-11,boleto,"285,62",agencia,POSTO SHELL BR
TRX000541,CT-00089,10-09-2025,Débito Cartão,"1.197,18",internet banking,TRANSF ENTRE CONTAS
TRX000431,CT-00650,26-11-2025,DOC,"-125,06",Agência,SUPERMERCADO BOM PRECO
TRX001297,CT-00776,16-01-2026,Pagamento,"-281,24",app,
TRX002091,CT-00267,15/11/2025 11:19,Depósito,"R$ 251,77",Caixa Eletrônico,FOLHA PAGAMENTO
TRX001348,CT-00178,14/12/25,Depósito,"R$ 285,60",Agência,PIX QR CODE
TRX000615,CT-00397,10-06-2026,pagto,"217,97",,TRANSF ENTRE CONTAS
TRX001007,CT-00442,2026-01-25 23:43,Saque,4896.38,Agência,NETFLIX.COM
TRX000831,CT-00640,2025-08-13,Pix,-27.47,APP,AMAZON MKTPLACE
TRX001130,CT-00049,2025-08-18,PIX,-256.15,Internet Banking,AMAZON MKTPLACE
TRX000231,CT-00630,23/01/2026,TED,"650,79",AGENCIA,NETFLIX.COM
TRX000106,CT-00835,25/01/26,TED,"R$ 7.859,48",APP,NETFLIX.COM
TRX000014,CT-00870,24/04/2026,Depósito,"35,09",Agência,POSTO SHELL BR
TRX002085,CT-00637,2026-08-11 00:30,debito cartao,150.40,Internet Banking,TARIFA PACOTE SERVICOS
TRX000156,CT-00413,13-07-2026,Compra Débito,"-6.527,12",internet banking,RENDIMENTO POUPANCA
TRX001730,CT-00261,2025-10-04 00:24,DEPOSITO,225.18,agencia,IFOOD *IFOOD
TRX001972,CT-00902,15-07-2026 01:27,TED,-269.50,app,TRANSF ENTRE CONTAS
TRX000809,CT-00750,2026-03-28,Depósito,"4.616,99",APP,AMAZON MKTPLACE
TRX000737,CT-00396,19/09/2025 17:13,Saque,273.82,,PIX QR CODE
TRX001098,CT-00375,2026-04-11 15:17,pagto,1391.02,Agência,IFOOD *IFOOD
TRX001432,CT-00115,2025-08-28 15:56,debito cartao,"R$ 1.681,64",Aplicativo,FOLHA PAGAMENTO
TRX000877,CT-00445,13/12/2025,ted,193.10,,AMAZON MKTPLACE
TRX000219,CT-00450,2026-06-19,ted,"-59.221,13",agencia,FOLHA PAGAMENTO
TRX000239,CT-00850,16/06/2026,pagto,"R$ 138,40",APP,SUPERMERCADO BOM PRECO
TRX001662,CT-00509,2025-12-18,DEPOSITO,"R$ 8,54",app,
TRX001511,CT-00120,2026-06-11,Compra Débito,"R$ 13.444,67",Caixa Eletrônico,NETFLIX.COM
TRX001065,CT-00311,17/01/2026,TED,R$ 11430.22,AGENCIA,IFOOD *IFOOD
TRX000018,CT-00808,2025-10-21,Depósito,"648,47",caixa eletronico,NETFLIX.COM
TRX001521,CT-00022,2026-05-14 23:32,boleto,1664.53,caixa eletronico,SUPERMERCADO BOM PRECO
TRX002039,CT-00711,12/08/2025 08:45,ted,"-111,71",App,FARMACIA SAO JOAO
TRX000083,CT-00177,22-out-2025,boleto,"34.867,74",internet banking,TARIFA PACOTE SERVICOS
TRX000845,CT-00881,08/02/2026,TED,"-91,80",Agência,POSTO SHELL BR
TRX001848,CT-00953,29/06/2026 16:42,boleto,"-276,84",AGENCIA,FARMACIA SAO JOAO
TRX001622,CT-00550,2026-07-14,Saque,"83,71",App,TRANSF ENTRE CONTAS
TRX001687,CT-00954,2025-08-16 08:35,PIX,"590,09",ATM,FOLHA PAGAMENTO
TRX001552,CT-00299,29/06/2026 06:13,PIX,"R$ 61,70",Aplicativo,UBER *TRIP
TRX000238,CT-00191,15-05-2026,boleto,"R$ 1.173,50",internet banking,PIX QR CODE
TRX001198,CT-00577,03-06-2026 03:37,debito cartao,"-188,78",Internet Banking,TARIFA PACOTE SERVICOS
TRX000286,CT-00697,04/11/2025 10:34,Depósito,"75,28",IB,PIX QR CODE
TRX000136,CT-00676,11/04/26,DOC,"5826,25",app,UBER *TRIP
TRX001756,CT-00457,2026-04-12,Saque,-11022.62,Internet Banking,POSTO SHELL BR
TRX001337,CT-00136,03/07/2026 20:52,TED,"R$ 13.620,30",Caixa Eletrônico,FARMACIA SAO JOAO
TRX000300,CT-00547,14/05/2026,debito cartao,-79.93,APP,TRANSF ENTRE CONTAS
TRX000486,CT-00091,22/07/2026,BOLETO,"25458,29",ATM,SUPERMERCADO BOM PRECO
TRX000634,CT-00287,03/06/26 19:45,deposito,"235,25",ATM,AMAZON MKTPLACE
TRX001096,CT-00914,2025-09-03,ted,"R$ 846,55",Aplicativo,TARIFA PACOTE SERVICOS
TRX001020,CT-00225,2026-04-05,saque,"R$ 276,67",,
TRX000228,CT-00245,24/03/2026 14:05,boleto,"8.907,99",Internet Banking,PIX QR CODE
TRX001452,CT-00327,28/03/2026,saque,,Internet Banking,NETFLIX.COM
TRX001539,CT-00534,07-06-2026 18:06,Débito Cartão,"-100,35",Caixa Eletrônico,FARMACIA SAO JOAO
TRX001062,CT-00190,12/10/2025 20:12,Pagamento,-715.53,caixa eletronico,  PADARIA DO ZE  
TRX001624,CT-00624,2026-04-25 16:27,deposito,"14664,00",IB,IFOOD *IFOOD
TRX001561,CT-00086,13/12/2025 08:50,Saque,0,Aplicativo,UBER *TRIP
TRX001528,CT-00842,05-abr-2026 22:34,pix,"-236,46",ATM,
TRX001025,CT-00667,2025-11-27 22:43,Compra Débito,"-222,03",Agência,PAG*MercadoLivre
TRX001929,CT-00727,03-05-2026 21:40,TED,"5707,82",Aplicativo,
TRX000920,CT-00749,2026-06-19,Pix,"19,40",ATM,NETFLIX.COM
TRX000922,CT-00326,15/05/2026,Pagamento,R$ 277.24,internet banking,  PADARIA DO ZE  
TRX000999,CT-00361,28/09/2025 22:15,pix,-121.82,Agência,TRANSF ENTRE CONTAS
TRX001822,CT-00411,2025-10-26,Débito Cartão,84.31,app,IFOOD *IFOOD
TRX000068,CT-00410,19/11/2025,Débito Cartão,0,caixa eletronico,  PADARIA DO ZE  
TRX000969,CT-00410,15/11/2025,Depósito,"29.483,08",AGENCIA,TARIFA PACOTE SERVICOS
TRX000854,CT-00124,23/12/2025 00:24,PIX,"R$ 6.783,36",Agência,FOLHA PAGAMENTO
TRX000054,CT-00262,29/05/2026,debito cartao,"133,91",ATM,POSTO SHELL BR
TRX000869,CT-00245,27/08/2025 02:38,DEPOSITO,"R$ 78,30",,FARMACIA SAO JOAO
TRX001042,CT-00338,11/08/2026,DEPOSITO,R$ 1302.80,internet banking,AMAZON MKTPLACE
TRX000343,CT-00151,15/08/26 17:36,deposito,83.64,APP,POSTO SHELL BR
TRX000808,CT-00711,2026-03-09,saque,"R$ 177,44",internet banking,FOLHA PAGAMENTO
TRX001559,CT-00914,2025-09-29 03:11,Pagamento,"R$ 268,79",IB,RENDIMENTO POUPANCA
TRX000941,CT-00453,21-10-2025 18:43,TED,"R$ 721,21",IB,IFOOD *IFOOD
TRX000521,CT-00068,2026-01-20 00:05,pagto,"R$ 9.367,50",ATM,TARIFA PACOTE SERVICOS
TRX001919,CT-00466,2025-08-16,saque,"-8.751,47",app,TARIFA PACOTE SERVICOS
TRX000730,CT-00504,03/10/2025,PIX,R$ 3397.14,IB,POSTO SHELL BR
TRX001376,CT-00262,10/08/2026 05:07,Boleto,"-1.937,23",AGENCIA,TRANSF ENTRE CONTAS
TRX000774,CT-00634,25/12/2025,pix,"-173,31",internet banking,SUPERMERCADO BOM PRECO
TRX000708,CT-00599,25/05/26,Saque,94.91,Agência,TRANSF ENTRE CONTAS
TRX000143,CT-00199,17/07/2026 23:50,deposito,"R$ 211,14",Internet Banking,FOLHA PAGAMENTO
TRX001249,CT-00662,2025-12-06,pix,"R$ 239,60",Caixa Eletrônico,PIX QR CODE
TRX000395,CT-00777,16-05-2026,boleto,"-5.744,82",Caixa Eletrônico,NETFLIX.COM
TRX002080,CT-00151,01/09/2025 12:39,Depósito,3826.58,IB,FARMACIA SAO JOAO
TRX000600,CT-00759,12/08/25,ted,8171.43,internet banking,FOLHA PAGAMENTO
TRX000689,CT-00284,17/02/2026,saque,"R$ 290,18",Agência,IFOOD *IFOOD
TRX001692,CT-00834,30/04/26,saque,"-101,64",Caixa Eletrônico,SUPERMERCADO BOM PRECO
TRX001948,CT-00755,27/03/26,Saque,61.87,ATM,PIX QR CODE
TRX000492,CT-00714,2025-12-28,Pagamento,-18026.91,Caixa Eletrônico,NETFLIX.COM
TRX002079,CT-00193,30/12/2025,ted,"65,23",caixa eletronico,  PADARIA DO ZE  
TRX000037,CT-00264,20/09/2025 05:14,Boleto,39.10,,AMAZON MKTPLACE
TRX000894,CT-00233,2025-08-25,Pix,-1613.39,ATM,RENDIMENTO POUPANCA
TRX000171,CT-00007,11-07-2026 10:03,PIX,"R$ 177,40",AGENCIA,NETFLIX.COM
TRX001393,CT-00749,26-mar-2026 10:34,DOC,"-252,18",IB,UBER *TRIP
TRX001377,CT-00501,21/12/25 22:21,Pagamento,-92.13,internet banking,NETFLIX.COM
TRX000913,CT-00320,09/08/2025 07:41,boleto,"R$ 1.684,66",app,AMAZON MKTPLACE
TRX000243,CT-00747,2026-04-28,PIX,288.27,Caixa Eletrônico,TARIFA PACOTE SERVICOS
TRX001415,CT-00079,31-05-2026,BOLETO,"R$ 1.679,04",App,POSTO SHELL BR
TRX001057,CT-00711,21-09-2025 00:02,deposito,"1.711,09",caixa eletronico,AMAZON MKTPLACE
